item_id,order_id,product_id,quantity,unit_price,discount_percent
861,635,73,2,858.19,3.3
862,457,38,4,366.77,28.1
863,836,80,5,428.31,3.5
864,856,115,4,160.65,56.2
865,468,67,3,604.78,10.9
866,500,116,2,593.25,0.5
867,584,106,-2,864.22,3.5
868,292,116,5,393.56,80.5
869,302,52,3,492.33,66.1
870,192,101,5,343.58,2.2
871,444,2,4,92.94,26.5
872,390,104,5,306.48,3.6
873,394,100,5,138.31,23.2
874,1043,35,1,769.9,4.9
875,459,1,-3,393.65,26.6
876,129,8,4,455.99,66.8
877,686,106,1,47.88,52.8
878,572,11,5,70.48,1.6
879,836,100,5,180.33,13.3
880,843,81,3,202.36,1.7
881,1015,57,3,354.71,94.3
882,287,93,4,605.9,10.3
883,1138,103,4,653.86,27.7
884,98,21,5,64.78,0.7
885,1074,87,1,873.42,45.4
886,183,120,3,325.3,6.1
887,822,14,1,420.51,99.6
888,337,87,5,151.23,6.6
889,865,31,3,123.46,17.2
890,707,49,2,405.5,16.4
891,629,34,2,778.78,4.2
892,811,38,1,390.89,5.3
893,926,27,1,361.53,27.8
894,949,95,5,157.43,1.4
895,331,82,4,805.37,24.8
896,210,81,5,837.87,17.2
897,697,95,5,396.95,26.0
898,475,112,2,789.6,5.3
899,653,53,-1,517.32,22.2
900,1010,101,5,648.67,20.4
901,244,59,1,365.38,7.1
902,830,67,2,774.79,76.5
903,771,70,2,166.5,9.8
904,327,12,3,18.27,29.7
905,215,88,5,139.55,65.1
906,357,10,2,298.02,13.7
907,81,72,3,215.52,16.3
908,1120,112,-1,118.55,25.5
909,70,78,2,597.77,29.3
910,514,65,2,271.83,25.4
911,1049,71,1,258.79,16.4
912,938,104,1,627.28,10.7
913,367,31,4,405.58,16.2
914,383,4,4,251.04,28.9
915,131,93,4,447.93,11.5
916,308,110,4,457.7,4.6
917,266,41,2,447.05,23.7
918,1090,41,1,361.74,62.5
919,487,48,3,795.3,26.0
920,800,49,3,618.62,0.9
921,256,22,5,162.44,25.6
922,550,33,5,356.89,5.9
923,723,106,3,171.19,95.2
924,1091,95,3,711.63,6.7
925,399,70,5,841.41,4.9
926,164,88,3,172.01,21.7
927,990,23,3,353.22,5.2
928,454,112,3,479.12,11.1
929,458,111,5,100.06,11.1
930,53,83,3,860.85,16.8
931,33,79,4,696.84,26.2
932,16,25,5,112.38,15.4
933,1182,10,1,822.92,4.9
934,408,67,3,525.87,3.8
935,746,27,1,296.1,9.8
936,672,26,2,332.67,24.5
937,975,94,5,92.15,13.4
938,650,6,-3,242.85,20.9
939,224,37,1,36.5,13.7
940,1084,16,5,428.23,73.3
941,270,97,3,328.08,51.4
942,1143,110,4,150.7,33.1
943,877,54,3,778.31,12.5
944,922,69,3,777.02,70.6
945,1045,44,3,489.51,17.6
946,745,102,5,262.79,9.1
947,244,11,4,886.92,93.3
948,13,113,2,722.45,6.9
949,476,10,2,580.17,29.7
950,238,103,3,66.97,34.0
951,70,67,4,502.21,10.0
952,622,37,5,557.13,18.6
953,1005,19,2,383.65,23.7
954,600,83,1,121.11,29.5
955,344,118,2,854.98,21.8
956,355,91,1,664.66,6.3
957,410,78,1,566.09,1.8
958,17,114,2,376.75,6.1
959,1133,60,5,152.73,15.6
960,179,86,2,810.37,9.6
961,744,72,4,126.42,57.1
962,67,42,1,462.28,20.1
963,929,49,5,220.77,5.3
964,373,92,1,582.65,45.7
965,441,26,2,833.59,29.0
966,60,42,2,521.1,18.4
967,844,113,1,660.86,19.7
968,1199,10,2,500.06,89.7
969,666,84,2,711.47,16.2
970,656,72,3,379.0,19.3
971,1010,29,4,264.41,17.1
972,535,111,4,552.04,5.4
973,916,78,5,397.72,17.4
974,144,21,2,601.71,22.8
975,1020,93,4,638.59,4.1
976,1144,118,2,138.57,22.6
977,202,18,4,657.64,1.6
978,386,23,1,242.45,18.2
979,954,67,5,397.34,20.8
980,763,86,2,216.93,27.7
981,83,26,-2,216.48,2.5
982,1173,110,3,102.99,83.5
983,334,27,5,809.19,0.7
984,306,83,5,675.6,2.8
985,408,62,5,177.6,5.9
986,11,74,4,78.97,15.0
987,236,19,2,659.92,15.7
988,943,53,2,52.89,22.4
989,183,15,4,98.53,1.3
990,66,58,3,597.24,22.8
991,510,26,2,38.14,12.9
992,691,27,2,412.53,24.3
993,1067,14,3,162.64,2.3
994,1144,88,5,130.85,0.3
995,669,18,3,341.14,82.3
996,397,90,3,650.81,2.0
997,3,104,5,538.6,69.5
998,1017,106,-1,209.83,4.3
999,391,55,5,297.34,9.2
1000,267,28,3,847.65,23.4
1001,53,19,1,383.1,4.9
1002,473,72,1,153.88,13.3
1003,175,56,5,25.03,12.6
1004,577,68,1,311.44,86.4
1005,16,29,3,33.98,1.7
1006,744,117,4,510.16,13.5
1007,867,115,5,63.07,20.3
1008,713,48,2,851.46,84.2
1009,281,108,4,393.6,55.5
1010,243,103,1,39.66,91.1
1011,845,71,4,361.78,2.7
1012,332,55,5,16.75,72.7
1013,751,58,5,32.28,29.2
1014,125,60,5,42.99,7.4
1015,947,92,1,872.05,8.6
1016,1087,36,2,721.92,70.4
1017,51,3,2,317.3,20.3
1018,916,55,5,232.12,12.0
1019,12,43,2,548.23,81.0
1020,901,119,4,801.22,4.5
1021,724,75,2,748.47,14.3
1022,66,8,4,376.25,96.5
1023,52,97,1,50.27,20.0
1024,255,117,1,675.38,23.6
1025,1131,9,5,682.77,18.9
1026,553,74,-1,602.6,9.5
1027,353,6,5,454.14,8.9
1028,1018,119,5,478.62,6.7
1029,134,26,4,618.21,11.5
1030,1140,96,4,817.73,4.5
1031,994,37,4,434.5,23.3
1032,357,98,2,193.79,15.5
1033,593,75,1,896.13,0.4
1034,541,22,2,28.54,15.5
1035,1108,109,1,372.61,19.8
1036,57,81,3,90.09,28.1
1037,172,31,5,516.55,26.5
1038,1198,58,1,79.73,0.7
1039,1101,65,3,835.38,24.5
1040,145,70,3,277.18,75.8
1041,925,113,5,464.27,17.1
1042,902,65,1,487.49,2.6
1043,1107,6,3,428.58,84.3
1044,387,49,3,538.13,64.8
1045,173,120,4,608.53,23.7
1046,868,72,2,419.71,17.4
1047,978,86,3,43.61,21.4
1048,530,116,5,384.05,1.3
1049,1131,83,4,259.29,20.7
1050,1144,29,4,321.87,13.8
1051,816,24,1,796.87,21.1
1052,580,107,4,494.38,28.1
1053,880,4,5,284.59,1.2
1054,1149,44,2,148.03,17.4
1055,498,106,3,490.64,50.3
1056,1176,102,3,483.49,15.1
1057,85,113,3,358.69,98.8
1058,1080,57,1,385.3,1.9
1059,615,10,1,529.92,21.7
1060,733,85,5,577.89,82.1
1061,419,92,2,195.94,26.8
1062,700,24,1,826.92,15.3
1063,821,43,1,819.46,28.7
1064,619,64,1,556.57,19.5
1065,396,90,1,709.99,25.4
1066,963,97,1,696.3,25.9
1067,1103,74,1,494.3,21.9
1068,821,60,2,91.72,27.1
1069,1059,109,2,756.56,27.6
1070,772,34,5,598.54,27.5
1071,1192,51,5,399.11,11.4
1072,640,89,1,297.96,29.4
1073,101,15,2,651.53,1.8
1074,979,47,4,800.79,11.3
1075,972,11,1,208.23,22.6
1076,1138,104,4,286.38,21.3
1077,258,13,3,298.25,11.4
1078,16,7,-3,587.94,4.1
1079,1087,75,1,267.52,11.3
1080,562,101,5,553.98,12.3
1081,670,102,2,17.85,9.3
1082,868,111,4,309.23,17.1
1083,632,99,2,177.1,18.3
1084,871,17,3,235.99,11.4
1085,268,110,4,306.17,10.8
1086,685,78,2,833.19,93.2
1087,872,21,1,161.54,96.3
1088,926,55,4,626.08,12.0
1089,648,79,1,97.77,70.9
1090,205,12,5,734.68,79.7
1091,796,8,-3,18.44,15.5
1092,812,62,5,119.43,5.2
1093,734,57,1,838.23,13.5
1094,837,102,2,576.54,4.4
1095,228,118,2,478.24,76.0
1096,981,44,3,628.31,26.0
1097,1091,7,3,876.46,11.1
1098,543,66,2,115.45,22.5
1099,1032,42,3,718.24,8.1
1100,65,87,3,278.43,19.6
1101,694,95,2,761.73,14.0
1102,397,20,4,260.49,23.0
1103,1007,88,1,408.42,11.9
1104,423,32,2,442.91,86.8
1105,1137,69,2,738.58,10.6
1106,26,84,1,548.03,7.4
1107,86,33,2,34.71,23.8
1108,471,42,5,747.62,89.4
1109,678,109,3,15.57,25.9
1110,213,66,4,399.28,15.4
1111,138,108,2,254.57,67.0
1112,737,34,1,744.14,53.5
1113,741,89,5,559.49,23.5
1114,220,2,3,220.63,4.4
1115,935,65,3,787.35,24.1
1116,1164,75,5,477.29,26.5
1117,125,40,3,435.71,25.1
1118,215,36,2,232.14,81.0
1119,1107,96,3,161.65,20.4
1120,1141,84,4,150.65,56.8
1121,212,20,5,452.47,24.5
1122,1161,27,5,780.91,21.4
1123,1141,119,2,113.41,0.4
1124,472,23,1,61.41,13.8
1125,778,15,1,459.59,20.1
1126,1144,118,4,644.81,54.8
1127,606,25,1,263.44,7.1
1128,1133,38,2,578.83,51.0
1129,98,101,4,705.82,16.5
1130,284,25,4,780.39,25.0
1131,201,5,-3,696.92,83.5
1132,828,118,3,736.55,32.9
1133,777,57,3,22.49,13.1
1134,799,55,1,16.67,27.5
1135,613,112,1,635.15,28.3
1136,578,1,5,294.92,24.5
1137,551,99,1,472.9,77.3
1138,399,56,2,268.31,53.4
1139,1163,73,2,352.63,0.5
1140,480,70,5,470.43,3.5
1141,1084,88,4,704.52,3.1
1142,879,24,1,514.57,0.7
1143,485,17,-1,123.77,22.9
1144,735,59,5,521.69,5.6
1145,31,39,5,770.03,29.4
1146,1171,48,1,706.65,15.3
1147,242,59,3,636.93,4.1
1148,608,50,1,91.43,25.0
1149,1130,19,5,642.93,4.1
1150,546,23,5,849.01,17.6
1151,921,7,3,650.3,27.5
1152,216,106,3,338.7,1.4
1153,892,100,1,761.21,84.5
1154,752,64,5,21.17,1.9
1155,818,29,3,371.96,13.8
1156,433,106,4,892.73,27.6
1157,672,114,3,9.53,52.0
1158,1059,24,3,646.78,13.6
1159,860,10,5,832.16,11.2
1160,987,9,3,848.96,22.6
1161,121,12,3,877.38,25.3
1162,224,105,3,171.41,88.0
1163,743,30,4,52.65,6.0
1164,68,60,4,536.32,0.1
1165,991,33,1,790.14,9.4
1166,671,90,2,718.72,12.4
1167,1138,74,4,313.43,8.4
1168,968,99,1,863.61,15.4
1169,290,61,3,730.79,90.2
1170,145,5,1,142.59,19.9
1171,826,29,1,424.1,97.1
1172,738,57,2,306.97,12.6
1173,124,52,5,394.7,13.4
1174,1123,29,3,802.44,15.1
1175,1121,39,3,721.18,29.4
1176,611,52,5,47.45,13.4
1177,910,119,1,357.16,10.1
1178,164,47,2,189.36,82.5
1179,70,70,3,100.89,21.0
1180,57,86,1,801.09,8.3
1181,206,60,4,89.81,0.6
1182,673,104,4,615.37,70.3
1183,345,82,-3,560.78,9.5
1184,549,90,2,898.4,20.0
1185,374,57,5,324.82,0.3
1186,856,98,1,75.65,21.5
1187,375,117,5,237.37,18.5
1188,66,57,4,94.4,5.7
1189,265,60,1,838.02,17.7
1190,750,83,-1,601.45,1.4
1191,805,37,5,198.53,21.6
1192,417,89,1,7.69,28.1
1193,440,55,5,630.36,1.9
1194,1112,39,1,860.09,10.1
1195,357,70,2,818.83,10.2
1196,94,47,1,58.1,17.1
1197,1183,2,4,516.22,27.3
1198,1122,8,4,646.83,1.3
1199,495,62,2,646.41,19.9
1200,1168,109,5,630.51,25.9
1201,43,1,4,342.39,4.7
1202,672,2,3,746.46,21.3
1203,778,41,4,169.36,53.7
1204,377,75,2,597.03,23.4
1205,449,102,3,771.13,73.7
1206,66,74,4,755.84,24.4
1207,1108,72,5,231.68,88.6
1208,239,12,4,201.85,92.8
1209,577,115,4,304.0,16.9
1210,1113,58,5,775.33,59.3
1211,868,40,1,211.7,12.6
1212,367,103,-3,131.61,15.6
1213,160,33,4,801.49,3.8
1214,912,15,3,758.46,75.2
1215,13,24,2,93.58,21.8
1216,351,9,5,708.18,27.3
1217,9,88,1,393.19,15.1
1218,434,69,5,497.79,26.4
1219,1166,96,4,154.89,11.5
1220,1059,6,3,825.87,23.0
1221,443,9,4,549.75,90.9
1222,983,116,5,252.12,9.3
1223,110,85,5,128.6,14.3
1224,3,7,2,555.46,18.8
1225,469,18,2,57.95,27.9
1226,571,84,2,832.48,22.4
1227,136,54,3,521.66,21.0
1228,260,95,1,119.18,29.4
1229,568,120,2,201.02,71.7
1230,1020,46,2,627.43,37.3
1231,398,6,2,455.49,26.6
1232,834,33,1,615.55,10.3
1233,473,120,4,416.34,17.5
1234,1101,29,1,616.99,29.7
1235,184,54,1,425.36,18.2
1236,326,75,5,200.26,0.9
1237,508,108,5,739.95,38.7
1238,333,20,2,845.3,0.4
1239,115,47,3,872.11,29.1
1240,806,59,1,347.93,27.9
1241,173,74,4,329.04,58.1
1242,522,39,4,868.95,5.9
1243,628,78,2,512.96,9.1
1244,772,22,2,762.63,13.0
1245,241,12,2,233.88,20.0
1246,704,84,3,243.57,67.9
1247,1052,82,1,482.75,29.6
1248,201,95,4,137.03,31.1
1249,174,85,4,240.98,33.9
1250,491,114,3,852.78,5.6
1251,749,86,5,216.09,94.9
1252,72,104,1,75.42,25.5
1253,1084,64,3,882.22,86.4
1254,800,118,3,451.94,12.0
1255,550,93,3,852.56,7.2
1256,760,73,3,356.76,17.8
1257,1030,49,1,390.66,3.8
1258,363,44,1,484.26,17.2
1259,628,66,3,170.9,4.3
1260,761,74,3,760.59,85.3
1261,491,2,3,127.35,21.5
1262,244,35,1,840.15,99.8
1263,543,84,2,226.79,28.2
1264,239,39,3,196.07,13.6
1265,846,29,4,207.27,20.4
1266,38,4,1,448.64,10.7
1267,343,19,1,334.68,2.8
1268,1141,36,2,329.66,8.4
1269,361,56,5,718.77,84.4
1270,1021,7,2,580.32,64.8
1271,52,89,3,788.4,6.7
1272,911,60,5,389.83,12.2
1273,400,60,-2,820.37,1.4
1274,732,105,4,839.52,92.8
1275,753,42,1,37.55,14.5
1276,365,94,3,171.75,25.4
1277,400,16,5,274.51,20.8
1278,253,99,4,478.53,2.6
1279,337,117,1,182.31,10.5
1280,316,67,2,816.3,64.5
1281,1179,93,4,706.76,21.6
1282,722,106,2,819.04,15.1
1283,907,30,2,804.79,5.2
1284,589,47,2,704.76,22.7
1285,875,12,1,425.24,4.9
1286,941,6,4,548.39,3.6
1287,1036,104,2,346.11,49.1
1288,320,51,5,203.92,20.3
1289,375,91,4,601.27,13.0
1290,537,69,4,433.24,22.6
1291,269,19,2,884.03,4.2
1292,331,118,1,573.09,8.8
1293,316,45,5,143.08,29.7
1294,378,23,3,367.5,24.6
1295,692,28,1,810.7,89.7
1296,981,111,1,770.3,5.5
1297,813,88,3,98.56,48.6
1298,646,30,3,696.09,9.7
1299,28,114,2,698.42,66.1
1300,1042,101,4,210.17,14.2
1301,749,50,3,712.72,31.8
1302,1165,10,1,334.62,21.6
1303,148,10,3,300.3,57.0
1304,188,74,5,886.37,13.5
1305,1018,46,1,432.06,13.7
1306,520,22,2,601.66,86.7
1307,1017,13,1,138.96,20.2
1308,499,97,5,366.16,19.4
1309,832,5,5,429.74,42.6
1310,991,30,5,886.66,43.8
1311,798,87,4,863.43,28.9
1312,1096,80,5,381.22,63.7
1313,426,81,3,186.7,18.9
1314,783,43,1,858.66,23.6
1315,686,24,2,45.88,6.9
1316,49,100,4,248.7,64.0
1317,582,62,-1,6.07,16.8
1318,811,40,4,449.29,44.8
1319,922,119,1,380.71,89.1
1320,874,89,3,772.82,40.7
1321,723,41,4,183.27,11.6
1322,558,73,2,866.78,3.3
1323,1159,84,5,627.87,20.6
1324,760,76,1,165.43,4.8
1325,330,60,2,386.78,7.8
1326,644,79,5,560.58,17.1
1327,687,79,3,375.48,9.0
1328,677,97,3,672.07,7.7
1329,150,102,5,113.57,18.1
1330,501,97,3,251.83,6.8
1331,553,113,1,475.61,19.7
1332,1150,22,1,536.02,3.8
1333,977,93,5,603.76,23.1
1334,1070,75,3,94.28,96.7
1335,1170,58,2,108.05,1.3
1336,670,39,5,316.23,71.0
1337,846,48,5,123.06,1.1
1338,21,6,5,392.39,27.9
1339,304,93,5,53.87,89.7
1340,729,14,1,187.62,10.0
1341,806,111,5,355.49,10.1
1342,966,1,4,873.91,57.4
1343,448,9,3,499.53,69.6
1344,813,50,1,204.43,11.1
1345,420,38,2,746.79,67.1
1346,278,5,2,282.47,26.5
1347,426,84,3,212.63,17.4
1348,1034,95,4,704.38,0.8
1349,1131,102,3,641.13,17.1
1350,575,49,1,141.93,2.7
1351,998,57,1,421.91,3.8
1352,426,108,2,209.4,25.0
1353,97,21,5,550.5,39.1
1354,372,58,2,183.08,99.4
1355,479,2,2,300.52,3.2
1356,419,113,-1,201.42,46.8
1357,139,94,4,706.07,24.5
1358,897,110,4,550.66,24.4
1359,511,116,2,253.8,1.7
1360,355,117,5,502.74,48.8
1361,482,4,2,46.77,13.8
1362,1191,104,1,86.33,28.7
1363,272,38,3,57.35,21.7
1364,531,85,4,658.03,25.0
1365,976,83,4,292.4,10.6
1366,375,119,4,326.99,16.1
1367,903,20,4,567.89,26.2
1368,132,24,5,40.89,23.5
1369,703,50,5,257.16,50.7
1370,302,32,2,408.98,2.3
1371,382,13,1,881.5,45.8
1372,1052,6,3,884.36,24.2
1373,103,86,1,411.7,82.4
1374,597,89,2,540.45,17.6
1375,516,89,5,289.91,22.9
1376,1012,14,2,815.26,22.5
1377,512,29,2,151.38,8.7
1378,296,15,4,612.82,7.8
1379,784,109,2,667.33,54.0
1380,401,26,3,275.33,25.0
1381,625,65,4,460.17,9.9
1382,555,60,-1,14.24,20.5
1383,1040,88,5,690.65,23.6
1384,918,64,2,360.55,6.3
1385,649,54,2,409.85,9.6
1386,350,21,5,142.48,26.6
1387,716,70,5,124.77,17.2
1388,323,20,1,68.85,28.7
1389,841,28,5,289.38,21.0
1390,824,30,4,603.2,19.4
1391,353,106,3,599.35,1.3
1392,773,10,3,563.03,66.9
1393,696,13,1,204.62,25.5
1394,90,35,2,635.41,81.9
1395,172,23,1,855.03,7.6
1396,607,66,1,641.55,26.1
1397,1113,54,4,271.67,76.4
1398,225,68,5,485.82,29.7
1399,274,108,1,43.11,17.1
1400,1030,118,4,576.26,25.0
1401,1067,42,4,575.84,87.0
1402,637,100,5,394.63,29.6
1403,370,15,4,728.75,19.3
1404,36,40,1,259.47,16.0
1405,231,37,5,825.75,25.9
1406,230,12,5,404.63,12.2
1407,569,74,1,588.26,6.0
1408,1126,3,4,382.91,68.8
1409,345,91,-1,316.31,16.1
1410,690,25,2,786.31,63.2
1411,669,104,2,798.23,16.5
1412,4,120,2,832.79,18.5
1413,1157,99,1,408.74,13.0
1414,937,97,2,772.73,55.6
1415,424,113,5,804.2,26.5
1416,418,28,4,810.61,33.6
1417,234,114,5,822.18,23.0
1418,363,51,2,393.48,23.3
1419,2,10,5,713.04,22.6
1420,313,13,5,659.33,89.8
1421,945,95,1,477.88,28.1
1422,41,52,4,446.24,4.3
1423,759,106,1,573.15,15.7
1424,546,32,5,119.05,28.7
1425,240,59,1,320.35,17.4
1426,1093,83,3,318.2,22.0
1427,35,92,2,632.84,20.9
1428,818,69,2,552.41,24.9
1429,284,42,3,556.98,26.7
1430,333,44,5,249.18,19.1
1431,911,95,2,523.5,13.4
1432,974,19,4,383.63,9.1
1433,897,74,4,24.33,78.2
1434,937,40,4,233.14,18.5
1435,1170,37,1,858.48,60.8
1436,1033,109,4,418.53,45.8
1437,704,27,5,485.11,29.9
1438,600,100,1,242.37,23.8
1439,342,85,4,788.88,5.1
1440,65,21,4,39.98,16.6
1441,126,3,2,247.15,10.8
1442,214,99,5,790.15,5.7
1443,85,43,5,498.2,22.1
1444,537,107,1,500.23,26.0
1445,30,20,4,710.53,1.4
1446,436,6,4,685.0,17.8
1447,729,83,3,351.73,26.1
1448,1158,25,5,600.14,8.8
1449,920,73,4,823.01,19.6
1450,1088,61,1,32.95,6.1
1451,763,114,1,211.68,9.1
1452,517,17,1,357.09,34.3
1453,865,72,4,737.56,9.0
1454,80,49,2,109.56,18.3
1455,894,112,3,839.53,5.5
1456,371,16,3,216.14,19.4
1457,604,57,3,451.52,11.7
1458,1109,37,3,338.27,43.7
1459,350,13,2,483.27,14.7
1460,168,18,3,200.25,82.9
1461,116,1,4,119.31,9.1
1462,140,119,4,216.96,4.3
1463,949,64,3,484.78,7.4
1464,710,72,3,500.96,58.4
1465,626,22,3,130.25,3.0
1466,237,65,3,555.38,1.6
1467,107,68,1,330.13,7.7
1468,931,40,2,689.39,10.7
1469,290,39,5,659.96,8.9
1470,945,16,3,633.58,13.8
1471,533,38,5,186.84,14.6
1472,1095,4,1,479.22,26.2
1473,141,89,5,827.01,12.8
1474,77,66,5,801.21,16.7
1475,723,102,5,430.32,82.7
1476,891,24,1,285.55,69.2
1477,837,42,2,834.29,14.5
1478,1049,7,5,777.81,20.6
1479,386,38,4,449.42,13.3
1480,776,120,4,532.02,31.0
1481,430,105,5,546.12,37.6
1482,881,34,3,52.13,17.6
1483,60,89,1,481.38,14.4
1484,1183,3,2,750.23,10.2
1485,195,91,5,371.59,27.1
1486,349,84,3,663.83,15.5
1487,938,75,2,507.13,24.7
1488,1005,43,5,316.93,28.4
1489,228,108,2,133.4,17.5
1490,1104,78,1,738.9,54.0
1491,926,116,1,833.98,15.9
1492,538,119,1,711.97,6.2
1493,1017,98,5,895.45,3.1
1494,374,93,1,192.88,22.6
1495,1099,15,5,224.96,14.8
1496,1104,11,3,520.91,0.7
1497,1174,81,1,403.54,11.1
1498,303,72,4,528.75,78.9
1499,184,81,3,671.34,0.6
1500,952,96,-3,289.98,39.5
1501,249,16,5,76.44,85.8
1502,258,110,4,280.1,9.5
1503,249,32,1,518.7,9.8
1504,1096,103,5,646.88,32.8
1505,278,39,4,189.89,34.3
1506,1088,64,4,130.18,6.5
1507,715,66,4,513.67,24.2
1508,124,91,-2,492.37,29.3
1509,882,12,3,408.07,65.1
1510,791,106,5,441.17,34.7
1511,237,13,2,356.63,1.3
1512,275,108,2,427.03,2.8
1513,325,70,4,371.82,7.5
1514,363,67,3,234.5,20.5
1515,157,5,5,899.26,28.5
1516,420,43,3,371.59,97.5
1517,255,5,5,494.44,98.0
1518,17,34,4,191.63,85.7
1519,210,34,3,410.69,17.4
1520,650,102,1,519.93,1.3
1521,1015,52,5,565.89,0.1
1522,356,23,3,844.94,23.0
1523,656,97,1,770.83,83.1
1524,674,69,4,126.53,13.6
1525,403,3,4,726.41,29.6
1526,217,97,3,699.22,1.1
1527,625,27,5,811.53,6.2
1528,963,57,3,865.81,23.4
1529,829,37,4,17.46,23.3
1530,18,78,-1,848.16,15.4
1531,859,3,2,359.33,23.6
1532,81,119,2,776.81,8.5
1533,72,93,4,418.33,75.8
1534,136,3,4,622.07,8.2
1535,1158,28,3,898.06,55.1
1536,155,8,5,282.06,27.7
1537,296,97,4,30.2,16.7
1538,310,96,3,779.67,6.1
1539,364,48,4,758.57,5.6
1540,29,34,2,159.29,53.4
1541,106,5,4,475.63,38.1
1542,103,61,-3,362.42,5.1
1543,311,100,5,305.02,11.7
1544,849,93,5,327.55,16.3
1545,64,2,4,546.4,9.6
1546,499,18,5,869.3,46.1
1547,946,12,1,590.64,9.4
1548,419,70,5,41.92,26.5
1549,799,64,1,27.33,9.5
1550,573,96,1,898.92,16.7
1551,141,61,4,234.87,5.4
1552,297,106,3,267.36,27.1
1553,377,47,4,18.78,6.4
1554,553,97,1,527.09,24.7
1555,972,114,5,25.23,12.6
1556,724,41,2,425.94,46.6
1557,615,93,2,246.96,20.8
1558,1197,70,4,38.16,57.5
1559,227,41,5,525.39,5.1
1560,881,70,3,660.59,26.5
1561,523,62,5,608.65,46.4
1562,121,117,-3,245.96,0.7
1563,473,57,5,878.9,3.3
1564,67,63,5,121.91,1.3
1565,827,74,5,840.29,28.3
1566,413,51,2,751.08,29.4
1567,571,70,4,247.03,1.2
1568,324,16,5,372.15,18.7
1569,20,22,2,183.38,20.6
1570,304,111,-2,6.33,21.8
1571,125,3,-3,342.33,22.3
1572,826,59,1,552.91,52.1
1573,1164,12,1,368.54,58.0
1574,190,50,2,739.26,49.4
1575,936,95,5,850.84,13.8
1576,92,50,-3,306.47,25.3
1577,169,110,5,385.61,11.7
1578,84,7,-3,735.26,15.5
1579,449,32,1,652.1,44.6
1580,197,67,3,87.76,19.4
1581,531,43,5,866.75,29.2
1582,388,82,1,66.23,76.3
1583,569,53,4,292.88,18.2
1584,513,37,3,777.59,4.4
1585,110,13,2,243.96,0.5
1586,286,91,1,621.4,13.8
1587,456,66,3,871.49,89.1
1588,289,5,5,799.08,20.7
1589,279,60,3,575.27,31.2
1590,456,45,1,12.54,62.0
1591,1147,18,3,100.93,41.9
1592,143,81,3,314.63,66.6
1593,815,15,1,420.86,5.5
1594,874,53,-1,119.37,14.3
1595,178,4,2,184.45,17.0
1596,875,9,2,31.28,28.4
1597,767,2,4,394.53,28.7
1598,530,40,1,873.73,5.3
1599,296,57,2,767.66,82.5
1600,52,14,3,216.76,21.6
1601,420,94,2,237.23,28.8
1602,171,63,5,156.32,22.7
1603,259,106,2,357.85,15.3
1604,857,91,3,839.03,28.6
1605,267,36,5,791.99,12.3
1606,1118,57,3,712.15,46.7
1607,165,85,1,577.01,1.1
1608,223,104,5,511.23,29.2
1609,258,31,3,731.47,9.2
1610,859,113,4,495.18,4.5
1611,689,102,3,546.12,4.9
1612,526,74,1,873.06,8.3
1613,580,83,1,95.46,14.8
1614,401,70,5,136.34,85.7
1615,879,30,3,611.07,15.0
1616,1030,104,1,477.77,80.1
1617,1100,3,4,237.4,10.4
1618,202,105,1,167.66,87.8
1619,637,26,3,78.62,7.4
1620,61,16,1,283.31,15.8
1621,9,106,4,132.34,19.3
1622,1035,50,1,186.36,69.9
1623,216,77,5,562.49,1.5
1624,184,104,1,192.82,14.2
1625,240,31,4,674.05,14.0
1626,1137,54,1,796.74,26.5
1627,319,98,3,616.95,22.5
1628,105,93,1,525.74,97.8
1629,956,106,3,829.53,2.3
1630,897,44,5,153.26,47.3
1631,341,72,4,472.71,13.8
1632,959,77,2,423.81,3.2
1633,57,71,1,702.38,25.0
1634,266,115,5,791.81,29.6
1635,515,62,1,484.25,25.1
1636,83,58,5,777.65,0.2
1637,588,71,-3,646.1,10.6
1638,1026,5,-3,234.92,5.8
1639,277,28,2,150.23,11.7
1640,78,102,5,603.66,10.6
1641,934,34,4,22.83,20.5
1642,731,9,1,225.09,27.4
1643,747,90,2,85.05,11.5
1644,833,115,2,352.61,92.8
1645,446,26,5,691.33,4.7
1646,434,90,1,559.9,17.3
1647,591,70,5,64.03,30.1
1648,220,95,1,733.57,6.9
1649,302,13,1,342.47,22.9
1650,1127,50,4,643.06,66.8
1651,676,30,1,88.66,24.6
1652,566,117,3,692.99,50.6
1653,1199,101,1,291.45,33.7
1654,228,18,1,815.72,9.9
1655,202,18,3,689.74,3.0
1656,742,34,1,687.37,13.9
1657,466,94,2,269.59,75.8
1658,758,99,4,424.36,6.5
1659,209,4,1,745.08,10.8
1660,540,97,5,895.44,14.4
1661,126,28,3,279.67,1.6
1662,381,114,1,757.28,9.7
1663,941,86,1,149.99,26.0
1664,808,88,2,804.69,51.6
1665,615,6,4,229.35,65.3
1666,773,88,4,851.31,21.2
1667,693,27,4,430.92,10.7
1668,257,28,4,651.22,18.2
1669,833,115,1,718.61,28.1
1670,806,76,2,56.49,11.1
1671,482,34,-1,620.14,18.1
1672,297,61,4,669.27,9.8
1673,921,55,1,286.27,22.1
1674,843,58,4,452.67,15.0
1675,695,45,4,766.23,25.9
1676,495,107,3,136.71,21.0
1677,825,96,4,657.14,70.6
1678,360,83,1,100.24,46.5
1679,760,84,4,548.04,3.2
1680,337,8,2,557.03,3.4
